intent,query,answer
항공시스템공학전공,전공,"항공시스템공학전공 전학년 전공수업은 아래와 같습니다.
[1학년 1학기] 우주항공입문(전필·3)
[1학년 2학기] 항공우주무기체계(전필·2), 항공전사(전필·2)
[2학년 1학기] 군사학개론(전필·3), 비행기초역학1(전필·3), 관숙비행(전필·1), 고체역학(전필·3), 열역학(전선·3)
[2학년 2학기] 비행기초역학2(전필·3), 일반비행이론(전필·1), 공군리더십(전필·2), 항공전략론(전필·2), 항공법(전선·2), 미래항공우주산업(전선·3), 동역학(전선·3), 공기역학(전선·3), 항공우주응용SW1(전선·3)
[3학년 1학기] 비행역학(전필·3), 모의비행이론및실습(전필·3), 항공안전관리론(전필·3), 우주기술운용체계1(전선·3), 비행기초역학3(전선·3), 압축성유체역학(전선·3), 항공기구조역학(전선·3)
[3학년 2학기] 모의비행실습1(전필·2), 비행시스템분석및설계1(전필·3), 비행기초역학4(전선·3), 사이버전개론(전선·3), 수치해석(전선·3), 자동제어(전선·3), 추진체공학(전선·3), 우주기술운용체계2(전선·3)
[4학년 1학기] 졸업연구및진로1(전선·1), 모의비행실습2(전선·2), 비행시스템분석및설계2(전선·3), 비행기초역학5(전선·3), 열전달(전선·3), 초소형위성설계및실습(전선·3), 항법전자시스템설계(전선·3), 무인항공기설계1(전선·3)
[4학년 2학기] 졸업연구및진로2(전선·1), 비행일반및체험비행(전선·3), 방위사업체계(전선·2), 모의비행실습3(전선·2), 무인항공기설계2(전선·3), 유도제어시스템설계(전선·3), 항공우주AI응용(전선·3)"
항공시스템공학전공,공학인증,"항공시스템공학전공 공학인증 홈페이지입니다. 항공시스템공학전공 공학인증 관련 정보는 하단의 페이지에 첨부자료로 존재합니다.
항공시스템공학전공 공학인증 : http://home.sejong.ac.kr/~aerosysdpt/23.html"
나노신소재공학과,조교실 정보 좀,"나노신소재공학과 조교실 정보는 아래와 같습니다.
위치 : 충무관 816호 / 전화 : 02-3408-3664, 02-3408-3668"
나노신소재공학과,과사무실,"나노신소재공학과 과사무실 정보는 아래와 같습니다.
위치 : 충무관 816호 / 전화 : 02-3408-3664, 02-3408-3668"
나노신소재공학과,과사무실 위치,나노신소재공학과 과사무실 위치는 충무관 816호입니다.
나노신소재공학과,과사무실 전화번호,"나노신소재공학과 과사무실 전화번호는 02-3408-3664, 02-3408-3668입니다."
나노신소재공학과,홈페이지,"나노신소재공학과 홈페이지입니다.
나노신소재공학과 : http://www.sjname.ac.kr/"
나노신소재공학과,공지사항,"나노신소재공학과에서 제공하는 학과 공지사항입니다.
나노신소재공학과 학과 공지사항 : http://www.sjname.ac.kr/news/notice.php?boardid=notice&category=%ED%95%99%EB%B6%80"
나노신소재공학과,세미나,"나노신소재공학과에서 제공하는 세미나 정보입니다.
나노신소재공학과 세미나 : http://www.sjname.ac.kr/news/seminar.php"
나노신소재공학과,나신소식,"나노신소재공학과에서 제공하는 소식입니다.
나신소식 : http://www.sjname.ac.kr/news/nasinNews.php"
나노신소재공학과,학과소개,"나노신소재공학과는 이와 같은 첨단 나노신소재에 관한 전문가를 양성하기 위해 다양한 신소재의 기본적인 물성 및 분석, 공정 및 합성, 응용 소자, 융합 기술 등을 체계적으로 교육합니다. 또한, 현대산업의 변화와 요구사항을 반영하기 위해 다양한 산·학·연 협력 교과과정을 마련하고 있으며, 첨단 신소재 전문가를 양성하기 위해 대학원 교과과정을 운영하여 활발하게 연구를 수행하고 있습니다."
나노신소재공학과,주전공,"전공필수과목은 24학점, 전공선택과목은 45점 이상 이수해야 하며, 전공학점은 69점 이상이어야 합니다."
나노신소재공학과,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다. 복수전공 이수시 공학인증은 필수가 아니지만, 이수를 희망하면 각 학과의 PD교수님과 면담하여 각 학과에서 정한 기준을 만족하면 됩니다."
나노신소재공학과,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다. 복수전공 이수시 공학인증은 필수가 아니지만, 이수를 희망하면 각 학과의 PD교수님과 면담하여 각 학과에서 정한 기준을 만족하면 됩니다."
나노신소재공학과,부전공,"나노신소재공학과 전공과목 중에서 21학점 이상 이수해야 합니다. 이수권장과목은 신소재과학1, 신소재과학2, 재료열역학1, 재료열역학2, 유기화학, 고체물리, 확산및상변태, 재료의기계적성질입니다. 부전공 이수시 공학인증은 필수가 아닙니다."
나노신소재공학과,1학년 전공,"나노신소재공학과 1학년 전공수업 목록은 아래와 같습니다.
[1학기] 나노신소재공학개론(전선·3)"
나노신소재공학과,2학년 전공,"나노신소재공학과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 결정구조및X선회절(전필·3), 재료열역학1(전필·3), 현대물리(전선·3), 신소재과학1(전선·3), 전기전자공학(전선·3), 공학기초설계실험(전선·3)
[2학기] 유기화학(전필·3), 전자기학(전선·3), 재료열역학2(전선·3), 재료의전자기적물성(전선·3), 신소재과학2(전선·3)"
나노신소재공학과,3학년 전공,"나노신소재공학과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 고체물리(전필·3), 확산및상변태(전필·3), 금속과세라믹기초설계및실험(전필·3), 고분자화학(전선·3), 바이오재료공학(전선·3), 에너지재료(전선·3), 반도체재료(전선·3), 기초물리화학(전선·3)
[2학기] 반도체와고분자화학기초설계및실험(전필·3), 반도체제조공학(전선·3), 고분자물리(전선·3), 산화물재료(전선·3), 신금속재료(전선·3), 화학기기분석(전선·3), 전기화학(전선·3), 고체화학(전선·3)"
나노신소재공학과,4학년 전공,"나노신소재공학과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 졸업연구및진로1(전선·1), 나노신소재창의연구1(종합설계)(전선·3), 재료분석학(전선·3), 초미립소재학(전선·3), 자성체재료(전선·3), 박막공학(전선·3), 반도체나노소자(전선·3), 고분자합성(전선·3), 산학협동강좌1(전선·3), 나노신소재인턴십1(전선·3)
[2학기] 졸업연구및진로2(전선·1), 나노신소재창의연구2(종합설계)(전선·3), 금속공정학(전선·3), 진공공학(전선·3), 전자세라믹스재료(전선·3), 세라믹스공정학(전선·3), 나노재료응용(전선·3), 산학협동강좌2(전선·3), 나노신소재인턴십2(전선·3), 광전자소자와디스플레이(전선·3), 유기전자소자(전선·3)"
나노신소재공학과,전공,"나노신소재공학과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 나노신소재공학개론(전선·3)
[1학년 2학기] - 
[2학년 1학기] 결정구조및X선회절(전필·3), 재료열역학1(전필·3), 현대물리(전선·3), 신소재과학1(전선·3), 전기전자공학(전선·3), 공학기초설계실험(전선·3)
[2학년 2학기] 유기화학(전필·3), 전자기학(전선·3), 재료열역학2(전선·3), 재료의전자기적물성(전선·3), 신소재과학2(전선·3)
[3학년 1학기] 고체물리(전필·3), 확산및상변태(전필·3), 금속과세라믹기초설계및실험(전필·3), 고분자화학(전선·3), 바이오재료공학(전선·3), 에너지재료(전선·3), 반도체재료(전선·3), 기초물리화학(전선·3)
[3학년 2학기] 반도체와고분자화학기초설계및실험(전필·3), 반도체제조공학(전선·3), 고분자물리(전선·3), 산화물재료(전선·3), 신금속재료(전선·3), 화학기기분석(전선·3), 전기화학(전선·3), 고체화학(전선·3)
[4학년 1학기] 졸업연구및진로1(전선·1), 나노신소재창의연구1(종합설계)(전선·3), 재료분석학(전선·3), 초미립소재학(전선·3), 자성체재료(전선·3), 박막공학(전선·3), 반도체나노소자(전선·3), 고분자합성(전선·3), 산학협동강좌1(전선·3), 나노신소재인턴십1(전선·3)
[4학년 2학기] 졸업연구및진로2(전선·1), 나노신소재창의연구2(종합설계)(전선·3), 금속공정학(전선·3), 진공공학(전선·3), 전자세라믹스재료(전선·3), 세라믹스공정학(전선·3), 나노재료응용(전선·3), 산학협동강좌2(전선·3), 나노신소재인턴십2(전선·3), 광전자소자와디스플레이(전선·3), 유기전자소자(전선·3)"
나노신소재공학과,공학인증,"나노신소재공학과 공학인증 홈페이지입니다.
나노신소재공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1501.html"
나노신소재공학과,13학번 공학인증,"13학번 나노신소재공학과 공학인증 홈페이지입니다.
13학번 나노신소재공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1502_13.html"
나노신소재공학과,14학번 공학인증,"14학번 나노신소재공학과 공학인증 홈페이지입니다.
14학번 나노신소재공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1502_14.html"
나노신소재공학과,15학번 공학인증,"15학번 나노신소재공학과 공학인증 홈페이지입니다.
15학번 나노신소재공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1502_15.html"
나노신소재공학과,16학번 공학인증,"16학번 나노신소재공학과 공학인증 홈페이지입니다.
16학번 나노신소재공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1502_16.html"
나노신소재공학과,17학번 공학인증,"17학번 나노신소재공학과 공학인증 홈페이지입니다.
17학번 나노신소재공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1502_17.html"
나노신소재공학과,18학번 공학인증,"18학번 나노신소재공학과 공학인증 홈페이지입니다.
18학번 나노신소재공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1502_18.html"
나노신소재공학과,19학번 공학인증,"19학번 나노신소재공학과 공학인증 홈페이지입니다.
19학번 나노신소재공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1502_19.html"
나노신소재공학과,20학번 공학인증,"20학번 나노신소재공학과 공학인증 홈페이지입니다.
20학번 나노신소재공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1502_20.html"
나노신소재공학과,21학번 공학인증,"21학번 나노신소재공학과 공학인증 홈페이지입니다.
21학번 나노신소재공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1502_21.html"
나노신소재공학과,22학번 공학인증,"22학번 나노신소재공학과 공학인증 홈페이지입니다.
22학번 나노신소재공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1502_22.html"
나노신소재공학과,23학번 공학인증,"23학번 나노신소재공학과 공학인증 홈페이지입니다.
23학번 나노신소재공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1502_23.html"
양자원자력공학과,조교실 정보 좀,"양자워자력공학과 조교실 정보는 아래와 같습니다.
위치 : 율곡관 307호 / 전화 : 02-3408 - 3491"
양자원자력공학과,과사무실,"양자워자력공학과 과사무실 정보는 아래와 같습니다.
위치 : 율곡관 307호 / 전화 : 02-3408 - 3491"
양자원자력공학과,과사무실 위치,양자원자력공학과 과사무실 위치는 율곡관 307호입니다.
양자원자력공학과,과사무실 전화번호,양자원자력공학과 과사무실 전화번호는 02-3408 - 3491입니다.
양자원자력공학과,홈페이지,"양자원자력공학과 홈페이지입니다.
양자원자력공학과 : http://home.sejong.ac.kr/~nuedpt/"
양자원자력공학과,공지사항,"양자원자력공학과에서 제공하는 학과 공지사항입니다.
양자원자력공학과 학과 공지사항 : http://home.sejong.ac.kr/~nuedpt/7.html"
양자원자력공학과,취업공고,"양자원자력공학과에서 제공하는 취업공고입니다.
양자원자력공학과 취업공고 : http://home.sejong.ac.kr/~nuedpt/26.html"
양자원자력공학과,학과소개,"양자원자력공학과는 원자력발전소 수출을 지원하고 기업이 필요로 하는 고급인재 배출을 위해 이론적 지식은 물론 원자력 연구개발/원자로 설계 경험을 겸비한 우수한 교수진을 구성하였으며, 국제화를 위한 다양한 소양과 지성, 인격을 모두 갖춘 우수한 인재 양성을 목표로 교육 및 연구 프로그램을 구축하고 있습니다."
양자원자력공학과,주전공,"전공필수과목은 27학점, 전공선택과목은 36점 이상 이수해야 하며, 전공학점은 63점 이상이어야 합니다."
양자원자력공학과,복수전공,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다. 복수전공 이수시 공학인증은 필수가 아니지만, 이수를 희망하면 각 학과의 PD교수님과 면담하여 각 학과에서 정한 기준을 만족하면 됩니다."
양자원자력공학과,복전,"전공필수과목은 15학점, 전공선택과목은 24점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다. 복수전공 이수시 공학인증은 필수가 아니지만, 이수를 희망하면 각 학과의 PD교수님과 면담하여 각 학과에서 정한 기준을 만족하면 됩니다."
양자원자력공학과,부전공,나노신소재공학과 전공과목 중에서 21학점 이상 이수해야 합니다. 부전공 이수시 공학인증은 필수가 아닙니다.
양자원자력공학과,1학년 전공,공통교양필수 및 학문기초교양필수 과목만 존재합니다.
양자원자력공학과,2학년 전공,"양자원자력공학과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 원자및핵물리(전필·3), 원자력공학개론1(전선·3), 기초설계(전선·3), 양자공학개론(전선·3), 원자로열역학(전선·3)
[2학기] 원자력기계공학기초(전필·3), 원자로열전달(전선·3), 방사선과물질의상호작용(전선·3), 확률및통계(전선·3), 원자로공학(전선·3), 플라즈마전자기학기초(전선·3), 원자력안전규제및법령(전선·3), 원자력공학개론2(전선·3)"
양자원자력공학과,3학년 전공,"양자원자력공학과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 원자로열수력학(전필·3), 방사선계측및실험(전필·3), 수치해석(전선·3), 원자력발전소구조해석(전선·3), 원자로해석실무(전선·3), 핵융합개론(전선·3), 핵재료공학(전선·3), 원자로동역학및보호계통(전선·3)
[2학기] 확률론적안전성평가(전필·3), 핵연료주기및폐기물관리(전선·3), 발전소계통공학(전선·3), 보건물리(전선·3), 가속기빔공학(전선·3), 원자력고등수학(전선·3), 원자력고등전산코드(전선·3)"
양자원자력공학과,4학년 전공,"양자원자력공학과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 졸업연구및진로1(전선·1), 종합설계A(전선·3), 원자력발전및방사선실무(전선·3), 원자력안전과물리적방호(전선·3)
[2학기] 졸업연구및진로2(전선·1), 몬테카를로분석및방사선차폐(전선·3), 종합설계B(전선·3), 원자력데이터사이언스(전선·3), 핵연료성능평가(전선·3), 방사선기술의응용(전선·3), 양자공학응용(전선·3)"
양자원자력공학과,전공,"양자원자력공학과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] -
[1학년 2학기] -
[2학년 1학기] 원자및핵물리(전필·3), 원자력공학개론1(전선·3), 기초설계(전선·3), 양자공학개론(전선·3), 원자로열역학(전선·3)
[2학년 2학기] 원자력기계공학기초(전필·3), 원자로열전달(전선·3), 방사선과물질의상호작용(전선·3), 확률및통계(전선·3), 원자로공학(전선·3), 플라즈마전자기학기초(전선·3), 원자력안전규제및법령(전선·3), 원자력공학개론2(전선·3)
[3학년 1학기] 원자로열수력학(전필·3), 방사선계측및실험(전필·3), 수치해석(전선·3), 원자력발전소구조해석(전선·3), 원자로해석실무(전선·3), 핵융합개론(전선·3), 핵재료공학(전선·3), 원자로동역학및보호계통(전선·3)
[3학년 2학기] 확률론적안전성평가(전필·3), 핵연료주기및폐기물관리(전선·3), 발전소계통공학(전선·3), 보건물리(전선·3), 가속기빔공학(전선·3), 원자력고등수학(전선·3), 원자력고등전산코드(전선·3)
[4학년 1학기] 졸업연구및진로1(전선·1), 종합설계A(전선·3), 원자력발전및방사선실무(전선·3), 원자력안전과물리적방호(전선·3)
[4학년 2학기] 졸업연구및진로2(전선·1), 몬테카를로분석및방사선차폐(전선·3), 종합설계B(전선·3), 원자력데이터사이언스(전선·3), 핵연료성능평가(전선·3), 방사선기술의응용(전선·3), 양자공학응용(전선·3)"
양자원자력공학과,공학인증,"양자원자력공학과 공학인증 홈페이지입니다.
양자원자력공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1201.html"
양자원자력공학과,16학번 공학인증,"16학번 양자원자력공학과 공학인증 홈페이지입니다.
16학번 양자원자력공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1202_1.html"
양자원자력공학과,17학번 공학인증,"17학번 양자원자력공학과 공학인증 홈페이지입니다.
17학번 양자원자력공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1202_2.html"
양자원자력공학과,18학번 공학인증,"18학번 양자원자력공학과 공학인증 홈페이지입니다.
18학번 양자원자력공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1202_3.html"
양자원자력공학과,19학번 공학인증,"19학번 양자원자력공학과 공학인증 홈페이지입니다.
19학번 양자원자력공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1202_4.html"
양자원자력공학과,20학번 공학인증,"20학번 양자원자력공학과 공학인증 홈페이지입니다.
20학번 양자원자력공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1202_5.html"
양자원자력공학과,21학번 공학인증,"21학번 양자원자력공학과 공학인증 홈페이지입니다.
21학번 양자원자력공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1202_6.html"
양자원자력공학과,22학번 공학인증,"22학번 양자원자력공학과 공학인증 홈페이지입니다.
22학번 양자원자력공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1202_7.html"
양자원자력공학과,23학번 공학인증,"23학번 양자원자력공학과 공학인증 홈페이지입니다.
23학번 양자원자력공학과 공학인증 : http://abeek.sejong.ac.kr/abeek/program1202_8.html"
국방시스템공학과,조교실 정보 좀,"국방시스템공학과 조교실 정보는 아래와 같습니다.
위치 : 광개토관 1009C호 / 전화 : 02-3408-3674"
국방시스템공학과,과사무실,"국방시스템공학과 과사무실 정보는 아래와 같습니다.
위치 : 광개토관 1009C호 / 전화 : 02-3408-3674"
국방시스템공학과,과사무실 위치,국방시스템공학과 과사무실 위치는 광개토관 1009C호입니다.
국방시스템공학과,과사무실 전화번호,국방시스템공학과 과사무실 전화번호는 02-3408-3674입니다.
국방시스템공학과,홈페이지,"국방시스템공학과 홈페이지입니다.
국방시스템공학과 : http://dse.sejong.ac.kr/"
국방시스템공학과,공지사항,"국방시스템공학과에서 제공하는 학과 공지사항입니다.
국방시스템공학과 학과 공지사항 : http://dse.sejong.ac.kr/bbs/notice"
국방시스템공학과,학과소식,"국방시스템공학과에서 제공하는 학과소식입니다.
국방시스템공학과 학과소식 : http://dse.sejong.ac.kr/bbs/news1"
국방시스템공학과,학과소개,국방시스템공학과는 해군으로부터 군복무지원가산금을 지원받아 정보화/과학화 속에 점차 첨단화되어가는 국방무기체계의 개발 및 운용을 위한 교육과정을 제공하며 해군에서 필요로 하는 공학적 전문지식과 리더로서의 덕성을 겸비한 정예 해군장교를 양성하는 것을 목적으로 합니다.
국방시스템공학과,주전공,"전공필수과목은 45학점, 전공선택과목은 28점 이상 이수해야 하며, 전공학점은 39점 이상이어야 합니다."
국방시스템공학과,복수전공,"타학과생이 국방시스템공학과를 복수전공을 할 수 없습니다. 국방시스템공학과 전공자는 복수전공 이수가 선택이며, 신청가능학과는 전자정보통신공학,컴퓨터공학,정보보호학,건축공학,건설환경공학, 환경에너지공간융합학,기계공학,항공우주공학,나노신소재공학,양자원자력공학, 소프트웨어학,에너지자원공학,데이터사이언스학, 지능기전공학부(스마트기기공학,무인이동체공학),인공지능학,수학통계학,물리천문학, 화학,생명시스템학부(식품생명공학,바이오융합공학,바이오산업자원공학), 경영학,경제학,행정학,미디어커뮤니케이션학,국어국문학,영어영문학,일어일문학, 중국통상학,역사학,교육학입니다."
국방시스템공학과,복전,"타학과생이 국방시스템공학과를 복수전공을 할 수 없습니다. 국방시스템공학과 전공자는 복수전공 이수가 선택이며, 신청가능학과는 전자정보통신공학,컴퓨터공학,정보보호학,건축공학,건설환경공학, 환경에너지공간융합학,기계공학,항공우주공학,나노신소재공학,양자원자력공학, 소프트웨어학,에너지자원공학,데이터사이언스학, 지능기전공학부(스마트기기공학,무인이동체공학),인공지능학,수학통계학,물리천문학, 화학,생명시스템학부(식품생명공학,바이오융합공학,바이오산업자원공학), 경영학,경제학,행정학,미디어커뮤니케이션학,국어국문학,영어영문학,일어일문학, 중국통상학,역사학,교육학입니다."
국방시스템공학과,부전공,타학과생이 국방시스템공학과를 부전공을 할 수 없습니다.
국방시스템공학과,1학년 전공,"국방시스템공학과 1학년 전공수업 목록은 아래와 같습니다.
[1학기] 장교직무교육세미나1(전필·0), 해전사(전필·3), 해양체육(전선·3)
[2학기] 군사전자공학개론및실험(전필·3), 해군장교현장실습1(전필·0), 장교직무교육세미나2(전필·0)"
국방시스템공학과,2학년 전공,"국방시스템공학과 2학년 전공수업 목록은 아래와 같습니다.
[1학기] 디지털시스템및실험(전필·3), 군대윤리(전필·3), 장교직무교육세미나3(전필·0), 해양학개론(전선·3), 항공우주공학개론(전선·3), 정보통신공학개론(전선·3), 군사학개론(전선·3)
[2학기] 시스템응용SW(전필·3), 기초역학개론(전필·3), 신호및시스템(전필·3), 해군장교현장실습2(전필·0), 장교직무교육세미나4(전필·0), 함정공학개론(전선·3), 컴퓨터구조(전선·3), 함정운용학(전선·3)"
국방시스템공학과,3학년 전공,"국방시스템공학과 3학년 전공수업 목록은 아래와 같습니다.
[1학기] 전자기학(전필·3), 선형대수와시스템이론(전필·3), 장교직무교육세미나5(전필·0), 디지털신호처리(전필·3), 고급프로그래밍언어(전선·3), 시스템역학(전선·3), 전자광학시스템(전선·3), 체계공학(전선·3), 전략론(전선·3)
[2학기] 랜덤프로세스(전필·3), 제어공학(전필·3), 리더십(전필·3), 해군장교현장실습3(전필·0), 장교직무교육세미나6(전필·0), 수치해석(전선·3), 마이크로콘트롤러응용(전선·3), 레이더시스템(전선·3), 국방인공지능개론및실습(전선·3), 신뢰도공학(전선·3), 유도·수중무기시스템(전선·3)"
국방시스템공학과,4학년 전공,"국방시스템공학과 4학년 전공수업 목록은 아래와 같습니다.
[1학기] 졸업연구및진로1(전선·1), 무기체계공학(전필·3), 장교직무교육세미나7(전필·0), 응용제어시스템(전선·3), 로봇공학(전선·3), 추진체계공학(전선·3), 전자전(전선·3), 통신공학(전선·3), 국방딥러닝신호처리(전선·3), 무기체계획득관리론(전선·3), 해군교리및작전(전선·3), 북한학(전선·3)
[2학기] 졸업연구및진로2(전선·1), 음향진동학(전필·3), 항해학개론(전필·3), 해군장교현장실습4(전필·0), 장교직무교육세미나8(전필·0), 현대제어시스템(전선·3), 무인무기체계특론(전선·3), 현대무기체계와미래전(전선·3), 네트워크시스템(전선·3), M&S특(전선·3)"
국방시스템공학과,전공,"국방시스템공학과 전학년 전공수업 목록은 아래와 같습니다.
[1학년 1학기] 장교직무교육세미나1(전필·0), 해전사(전필·3), 해양체육(전선·3)
[1학년 2학기] 군사전자공학개론및실험(전필·3), 해군장교현장실습1(전필·0), 장교직무교육세미나2(전필·0)
[2학년 1학기] 디지털시스템및실험(전필·3), 군대윤리(전필·3), 장교직무교육세미나3(전필·0), 해양학개론(전선·3), 항공우주공학개론(전선·3), 정보통신공학개론(전선·3), 군사학개론(전선·3)
[2학년 2학기] 시스템응용SW(전필·3), 기초역학개론(전필·3), 신호및시스템(전필·3), 해군장교현장실습2(전필·0), 장교직무교육세미나4(전필·0), 함정공학개론(전선·3), 컴퓨터구조(전선·3), 함정운용학(전선·3)
[3학년 1학기] 전자기학(전필·3), 선형대수와시스템이론(전필·3), 장교직무교육세미나5(전필·0), 디지털신호처리(전필·3), 고급프로그래밍언어(전선·3), 시스템역학(전선·3), 전자광학시스템(전선·3), 체계공학(전선·3), 전략론(전선·3)
[3학년 2학기] 랜덤프로세스(전필·3), 제어공학(전필·3), 리더십(전필·3), 해군장교현장실습3(전필·0), 장교직무교육세미나6(전필·0), 수치해석(전선·3), 마이크로콘트롤러응용(전선·3), 레이더시스템(전선·3), 국방인공지능개론및실습(전선·3), 신뢰도공학(전선·3), 유도·수중무기시스템(전선·3)
[4학년 1학기] 졸업연구및진로1(전선·1), 무기체계공학(전필·3), 장교직무교육세미나7(전필·0), 응용제어시스템(전선·3), 로봇공학(전선·3), 추진체계공학(전선·3), 전자전(전선·3), 통신공학(전선·3), 국방딥러닝신호처리(전선·3), 무기체계획득관리론(전선·3), 해군교리및작전(전선·3), 북한학(전선·3)
[4학년 2학기] 졸업연구및진로2(전선·1), 음향진동학(전필·3), 항해학개론(전필·3), 해군장교현장실습4(전필·0), 장교직무교육세미나8(전필·0), 현대제어시스템(전선·3), 무인무기체계특론(전선·3), 현대무기체계와미래전(전선·3), 네트워크시스템(전선·3), M&S특(전선·3)"
국방시스템공학과,공학인증,"국방시스템공학과 공학인증 홈페이지입니다.
국방시스템공학과 공학인증 : http://dse.sejong.ac.kr/page/sub2_1"
국방시스템공학과,19학번 공학인증,"19학번 국방시스템공학과 공학인증 홈페이지입니다.
19학번 국방시스템공학과 공학인증 : http://dse.sejong.ac.kr/bbs_shop/read.htm?me_popup=&auto_frame=&cate_sub_idx=0&search_first_subject=&list_mode=board&board_code=complete&search_key=&key=&page=&idx=313672"
국방시스템공학과,20학번 공학인증,"20학번 국방시스템공학과 공학인증 홈페이지입니다.
20학번 국방시스템공학과 공학인증 : 
http://dse.sejong.ac.kr/bbs_shop/read.htm?me_popup=&auto_frame=&cate_sub_idx=0&search_first_subject=&list_mode=board&board_code=complete&search_key=&key=&page=&idx=313673"
국방시스템공학과,21학번 공학인증,"21학번 국방시스템공학과 공학인증 홈페이지입니다.
21학번 국방시스템공학과 공학인증 : http://dse.sejong.ac.kr/bbs_shop/read.htm?me_popup=&auto_frame=&cate_sub_idx=0&search_first_subject=&list_mode=board&board_code=complete&search_key=&key=&page=&idx=313674"
국방시스템공학과,22학번 공학인증,"22학번 국방시스템공학과 공학인증 홈페이지입니다.
22학번 국방시스템공학과 공학인증 : http://dse.sejong.ac.kr/bbs_shop/read.htm?me_popup=&auto_frame=&cate_sub_idx=0&search_first_subject=&list_mode=board&board_code=complete&search_key=&key=&page=&idx=313758"
